Trigram,Frequency
"('intersection', '42', 'south')",3
"('right', 'intersection', '42')",3
"('going', 'right', 'intersection')",3
"('delcambre', 'transfer', 'going')",3
"('patrol', 'way', 'get')",3
"('hey', 'delcambre', 'transfer')",3
"('island', 'hey', 'delcambre')",3
"('special', 'island', 'hey')",3
"('patrol', 'special', 'island')",3
"('state', 'patrol', 'special')",3
"('bye', 'state', 'patrol')",3
"('normal', 'bye', 'state')",3
"('okay', 'normal', 'bye')",3
"('trooper', 'okay', 'normal')",3
"('get', 'trooper', 'okay')",3
"('way', 'get', 'trooper')",3
"('blew', 'red', 'light')",3
"('line', 'blew', 'red')",3
"('coming', 'section', 'line')",3
"('nervous', 'man', '911')",3
"('intersection', 'uh', 'route')",3
"('like', 'intersection', 'uh')",3
"('duchess', 'like', 'intersection')",3
"('42', 'duchess', 'like')",3
"('route', '42', 'duchess')",3
"('one', 'route', '42')",3
"('sixty', 'one', 'route')",3
"('thirtyseven', 'sixty', 'one')",3
"('uh', 'thirtyseven', 'sixty')",3
"('emergency', 'uh', 'thirtyseven')",3
"('man', '911', 'whats')",3
"('fucking', 'nervous', 'man')",3
"('route', '42', 'uh')",3
"('getting', 'fucking', 'nervous')",3
"('im', 'getting', 'fucking')",3
"('head', 'hes', 'conscious')",3
"('back', 'head', 'hes')",3
"('little', 'bit', 'back')",3
"('exactly', 'happened', 'uh')",3
"('last', 'night', 'oh')",3
"('hes', 'getting', 'sick')",3
"('come', 'yes', 'okay')",3
"('breathing', 'respond', 'appropriately')",3
"('trouble', 'breathing', 'respond')",3
"('uh', 'route', '42')",3
"('42', 'uh', 'us')",3
"('car', 'coming', 'section')",3
"('name', 'cameron', 'work')",3
"('going', '42', 'car')",3
"('semi', 'going', '42')",3
"('break', 'semi', 'going')",3
"('smoke', 'break', 'semi')",3
"('outside', 'smoke', 'break')",3
"('right', 'outside', 'smoke')",3
"('thats', 'right', 'outside')",3
"('station', 'thats', 'right')",3
"('gas', 'station', 'thats')",3
"('work', 'gas', 'station')",3
"('cameron', 'work', 'gas')",3
"('im', 'name', 'cameron')",3
"('uh', 'us', '42')",3
"('well', 'im', 'name')",3
"('bye', 'well', 'im')",3
"('bye', 'bye', 'well')",3
"('supposed', 'bye', 'bye')",3
"('information', 'supposed', 'bye')",3
"('stream', 'information', 'supposed')",3
"('3761', 'stream', 'information')",3
"('line', '3761', 'stream')",3
"('section', 'line', '3761')",3
"('42', 'section', 'line')",3
"('us', '42', 'section')",3
"('accident', 'go', 'ahead')",3
"('go', 'ahead', 'cameron')",3
"('ahead', 'cameron', 'semine')",3
"('drive', 'katie', 'van')",3
"('two', 'four', 'three')",3
"('937', 'two', 'four')",3
"('please', '937', 'two')",3
"('number', 'please', '937')",3
"('nina', 'yes', 'phone')",3
"('said', 'nina', 'yes')",3
"('base', 'said', 'nina')",3
"('nina', 'base', 'said')",3
"('zewen', 'nina', 'base')",3
"('van', 'zewen', 'nina')",3
"('katie', 'van', 'zewen')",3
"('kensington', 'drive', 'katie')",3
"('three', '8', '9')",3
"('time', '249', 'kensington')",3
"('one', 'time', '249')",3
"('delaware', 'ohio', 'verify')",3
"('location', '911', 'whats')",3
"('tracking', 'location', '911')",3
"('bye', 'tracking', 'location')",3
"('delaware', 'ohio', '249')",3
"('medics', 'way', 'dont')",3
"('breathe', 'feel', 'like')",3
"('im', 'going', 'able')",3
"('much', 'weigh', 'weighs')",3
"('four', 'three', '8')",3
"('8', '9', '1')",3
"('hes', 'coherent', 'hes')",3
"('home', 'nich', 'teach')",3
"('done', 'eight', 'milligrams')",3
"('youve', 'done', 'eight')",3
"('sorry', 'youve', 'done')",3
"('im', 'sorry', 'youve')",3
"('good', 'im', 'sorry')",3
"('good', 'good', 'im')",3
"('still', 'thank', 'good')",3
"('even', 'still', 'thank')",3
"('still', 'even', 'still')",3
"('marked', 'still', 'even')",3
"('nich', 'teach', 'marked')",3
"('shes', 'home', 'nich')",3
"('9', '1', '7')",3
"('stairs', 'shes', 'home')",3
"('bottom', 'stairs', 'shes')",3
"('currently', 'bottom', 'stairs')",3
"('shes', 'currently', 'bottom')",3
"('fentanyl', 'okay', 'shes')",3
"('overdose', 'fentanyl', 'okay')",3
"('sisters', 'overdose', 'fentanyl')",3
"('happened', 'sisters', 'overdose')",3
"('whats', 'happened', 'sisters')",3
"('7', 'exactly', 'whats')",3
"('1', '7', 'exactly')",3
"('questions', 'okay', 'conscious')",3
"('may', 'sitting', 'tell')",3
"('cameron', 'semine', 'driving')",3
"('tbonded', 'theres', 'bunch')",3
"('doesnt', 'want', 'reports')",3
"('seat', 'talking', 'doesnt')",3
"('passenger', 'seat', 'talking')",3
"('guy', 'passenger', 'seat')",3
"('lot', 'guy', 'passenger')",3
"('parking', 'lot', 'guy')",3
"('pulled', 'parking', 'lot')",3
"('intersection', 'pulled', 'parking')",3
"('like', 'intersection', 'pulled')",3
"('road', 'like', 'intersection')",3
"('shit', 'road', 'like')",3
"('semine', 'tbonded', 'theres')",3
"('reports', 'nothing', 'cameron')",3
"('light', 'semine', 'tbonded')",3
"('blew', 'light', 'semine')",3
"('line', 'blew', 'light')",3
"('coming', 'south', 'section')",3
"('car', 'coming', 'south')",3
"('23', '42', 'car')",3
"('towards', '23', '42')",3
"('north', 'towards', '23')",3
"('like', 'north', 'towards')",3
"('driving', 'like', 'north')",3
"('semine', 'driving', 'like')",3
"('want', 'reports', 'nothing')",3
"('nothing', 'cameron', 'get')",3
"('guys', 'find', 'floor')",3
"('thank', 'byebye', 'bye')",3
"('officer', 'okay', 'okay')",3
"('yeah', 'yeah', 'old')",3
"('anyway', 'go', 'ahead')",3
"('ok', 'problems', 'breathing')",3
"('guys', 'ok', 'problems')",3
"('couple', 'guys', 'ok')",3
"('try', 'stay', 'calm')",3
"('well', 'im', 'sorry')",3
"('fall', 'standing', 'yes')",3
"('everythings', 'okay', 'disconnect')",3
"('long', 'everythings', 'okay')",3
"('okay', 'ok', 'right')",3
"('cameron', 'get', 'phone')",3
"('said', 'keep', 'eye')",3
"('household', 'covid', 'symptoms')",3
"('ever', 'happened', 'okay')",3
"('okay', 'stay', 'line')",3
"('fire', 'department', 'okay')",3
"('troopers', 'okay', 'okay')",3
"('want', 'troopers', 'okay')",3
"('right', 'want', 'troopers')",3
"('5137563', 'right', 'want')",3
"('740', '5137563', 'right')",3
"('number', '740', '5137563')",3
"('let', 'guys', 'know')",3
"('nah', 'still', 'house')",3
"('feeling', 'like', 'shes')",3
"('need', 'get', 'hospital')",3
"('henry', 'street', 'apartment')",3
"('south', 'henry', 'street')",3
"('shes', 'feeling', 'well')",3
"('avenue', 'name', 'name')",3
"('alright', 'nurse', 'yes')",3
"('said', 'hes', 'old')",3
"('okay', 'right', 'weve')",3
"('breathing', 'right', 'yes')",3
"('right', 'shes', 'got')",3
"('door', 'need', 'come')",3
"('make', 'sure', 'send')",3
"('ill', 'make', 'sure')",3
"('main', 'door', 'ill')",3
"('home', 'phone', 'number')",3
"('earlier', 'im', 'sorry')",3
"('whats', 'going', 'patient')",3
"('perfect', 'thank', 'much')",3
"('call', 'back', 'perfect')",3
"('ok', 'weve', 'got')",3
"('yes', 'ok', 'weve')",3
"('740', 'three', 'six')",3
"('keep', 'eye', 'let')",3
"('well', 'keep', 'eye')",3
"('right', 'yes', 'door')",3
"('whats', 'name', 'betty')",3
"('okay', 'hes', 'conscious')",3
"('okay', 'need', 'go')",3
"('keep', 'comfortable', 'possible')",3
"('alright', 'short', 'breath')",3
"('crossing', 'west', 'yes')",3
"('okay', 'right', 'anything')",3
"('okay', 'whats', 'best')",3
"('get', 'look', 'real')",3
"('ill', 'right', 'back')",3
"('okay', 'first', 'name')",3
"('crossing', 'yes', 'okay')",3
"('yeah', 'right', 'covid')",3
"('youre', 'going', 'take')",3
"('way', 'let', 'rest')",3
"('yes', 'history', 'travel')",3
"('whats', 'going', 'shes')",3
"('number', 'call', 'case')",3
"('okay', 'well', 'let')",3
"('caused', 'fall', 'said')",3
"('want', 'get', 'dont')",3
"('fell', 'today', 'fell')",3
"('okay', 'whats', 'number')",3
"('okay', 'door', 'need')",3
"('na', 'get', 'medics')",3
"('doesnt', 'feel', 'right')",3
"('good', 'night', 'thank')",3
"('much', 'good', 'night')",3
"('right', 'dont', 'think')",3
"('whats', 'name', 'sarah')",3
"('keep', 'going', 'dont')",3
"('pardon', 'phone', 'number')",3
"('let', 'know', 'alright')",3
"('right', 'well', 'want')",3
"('like', 'coffee', 'shortness')",3
"('heart', 'problems', 'yeah')",3
"('order', 'able', 'breathe')",3
"('trouble', 'catching', 'breath')",3
"('breathe', 'trouble', 'catching')",3
"('theyll', 'able', 'help')",3
"('emergency', 'room', 'im')",3
"('breath', 'short', 'breath')",3
"('right', 'yes', 'shes')",3
"('okay', 'patient', 'right')",3
"('difficult', 'time', 'breathing')",3
"('whats', 'name', 'tell')",3
"('number', 'called', 'uh')",3
"('5881', 'harlem', 'road')",3
"('report', 'domestic', 'disturbance')",3
"('calling', 'report', 'domestic')",3
"('youre', 'saying', 'yeah')",3
"('okay', 'someone', 'meet')",3
"('maybe', 'like', 'five')",3
"('im', '100', 'sure')",3
"('thats', 'right', 'next')",3
"('take', 'okay', 'hes')",3
"('right', 'hes', 'trying')",3
"('back', 'immediately', 'way')",3
"('tested', 'positive', 'covid')",3
"('covid', 'symptoms', 'anything')",3
"('need', 'enter', 'main')",3
"('okay', 'kind', 'surface')",3
"('got', 'questions', 'ask')",3
"('probably', 'go', 'hospital')",3
"('going', 'okay', 'whats')",3
"('call', 'back', 'great')",3
"('need', 'make', 'sure')",3
"('100', 'willowbrook', 'southway')",3
"('alright', 'tell', 'exactly')",3
"('first', 'name', 'name')",3
"('know', 'anything', 'changes')",3
"('let', 'know', 'anything')",3
"('room', 'yes', 'room')",3
"('shes', 'diabetic', 'okay')",3
"('okay', 'alright', 'partner')",3
"('little', 'bit', 'ago')",3
"('name', 'name', 'chris')",3
"('emergency', 'hi', '100')",3
"('one', 'whats', 'address')",3
"('number', 'one', 'whats')",3
"('door', 'medics', 'need')",3
"('okay', 'room', 'shes')",3
"('coming', 'exactly', 'whats')",3
"('shes', 'pain', 'shes')",3
"('youre', 'nurse', 'yes')",3
"('name', 'suzanne', 'suzanne')",3
"('way', 'thank', 'much')",3
"('emergency', 'yes', 'need')",3
"('willowbrook', 'delaware', 'run')",3
"('yeah', 'shes', 'conscious')",3
"('get', 'around', 'okay')",3
"('shes', '80', 'years')",3
"('go', 'cant', 'get')",3
"('bed', 'okay', 'whats')",3
"('wife', 'fell', 'bed')",3
"('okay', 'alright', 'maam')",3
"('way', 'make', 'sure')",3
"('breath', 'hes', 'short')",3
"('really', 'really', 'bad')",3
"('right', 'theyre', 'way')",3
"('78', '78', 'okay')",3
"('call', 'back', 'well')",3
"('number', 'cell', 'phone')",3
"('phone', 'number', 'cell')",3
"('cell', 'phone', 'okay')",3
"('cell', 'phone', 'im')",3
"('called', 'cell', 'phone')",3
"('dont', 'know', 'would')",3
"('covid', 'symptoms', 'dont')",3
"('way', 'call', 'us')",3
"('thats', 'fine', 'right')",3
"('okay', 'said', 'youre')",3
"('dispatch', 'anything', 'changes')",3
"('okay', 'youre', 'going')",3
"('okay', 'anybody', 'house')",3
"('put', 'medics', 'masked')",3
"('medics', 'masked', 'also')",3
"('long', 'theres', 'emergency')",3
"('got', 'help', 'way')",3
"('22', '23', '24')",3
"('need', 'take', 'deep')",3
"('theyre', 'way', 'theyre')",3
"('yeah', 'theyre', 'way')",3
"('okay', 'breathing', 'normally')",3
"('right', 'thank', 'uhhuh')",3
"('ok', 'right', 'thank')",3
"('covid', 'okay', 'okay')",3
"('emergency', 'ill', 'go')",3
"('theres', 'emergency', 'ill')",3
"('im', 'showing', 'one')",3
"('okay', 'theres', 'obvious')",3
"('get', 'hes', 'taking')",3
"('theyd', 'appreciate', 'okay')",3
"('residence', 'signs', 'symptoms')",3
"('anyone', 'residence', 'signs')",3
"('okay', 'unexplained', 'bleeding')",3
"('history', 'travel', 'state')",3
"('needs', 'go', 'back')",3
"('cant', 'get', 'go')",3
"('walnut', 'street', 'galena')",3
"('drink', 'anything', 'right')",3
"('theres', 'obvious', 'injuries')",3
"('arbors', 'delaware', '2270')",3
"('2270', 'warrensburg', 'road')",3
"('alright', 'theyre', 'en')",3
"('okay', 'well', 'thank')",3
"('floor', 'lose', 'consciousness')",3
"('shes', 'awake', 'able')",3
"('okay', 'old', 'im')",3
"('like', 'covid', 'symptoms')",3
"('okay', 'okay', 'said')",3
"('crossing', 'west', 'willowbrook')",3
"('way', 'get', 'name')",3
"('im', 'phone', 'questions')",3
"('whats', 'happened', 'wife')",3
"('crossing', 'west', 'apartment')",3
"('well', 'thank', 'much')",3
"('done', 'traveling', 'recently')",3
"('apartment', 'number', 'would')",3
"('doors', 'unlocked', 'yeah')",3
"('crossing', 'west', 'department')",3
"('crossing', 'west', 'delaware')",3
"('yeah', 'okay', 'well')",3
"('okay', 'right', 'let')",3
"('yes', 'oh', 'okay')",3
"('apartment', 'number', 'yes')",3
"('guys', '100', 'delaware')",3
"('okay', 'door', 'going')",3
"('yes', 'shes', 'breathing')",3
"('name', 'name', 'kelly')",3
"('perfect', 'go', 'ahead')",3
"('get', 'disconnected', 'okay')",3
"('know', 'make', 'sure')",3
"('medications', 'list', 'shes')",3
"('let', 'know', 'make')",3
"('difficulty', 'breathing', 'dont')",3
"('feels', 'like', 'hes')",3
"('michael', 'whats', 'phone')",3
"('us', 'back', 'thank')",3
"('covid', 'ordered', 'quarantine')",3
"('anything', 'changes', 'ok')",3
"('already', 'started', 'medic')",3
"('drive', 'okay', 'name')",3
"('emergency', 'im', 'calling')",3
"('yes', 'maam', 'ok')",3
"('yeah', 'phone', 'number')",3
"('exactly', 'happened', 'um')",3
"('started', 'anything', 'changes')",3
"('yeah', 'yeah', 'right')",3
"('correct', 'yeah', 'yeah')",3
"('door', 'ive', 'got')",3
"('back', 'alright', 'thank')",3
"('hello', 'hi', 'help')",3
"('thank', 'much', 'alright')",3
"('want', 'go', 'hospital')",3
"('yeah', 'whats', 'name')",3
"('shes', 'complaining', 'back')",3
"('happened', 'im', 'calling')",3
"('transfer', 'sheriffs', 'office')",3
"('right', 'take', 'care')",3
"('like', 'weve', 'got')",3
"('whats', 'coming', 'exactly')",3
"('couple', 'years', 'ago')",3
"('go', 'nursing', 'home')",3
"('need', 'go', 'nursing')",3
"('need', 'help', 'need')",3
"('okay', 'im', 'hard')",3
"('im', 'sorry', 'able')",3
"('anything', 'changes', 'worst')",3
"('unlocked', 'anything', 'changes')",3
"('door', 'unlocked', 'anything')",3
"('need', 'someone', 'help')",3
"('dispatched', 'covid', 'symptoms')",3
"('okay', 'yes', 'shes')",3
"('know', 'old', '62')",3
"('going', 'come', 'help')",3
"('room', 'number', 'youre')",3
"('dont', 'know', 'room')",3
"('help', 'okay', 'okay')",3
"('need', 'help', 'okay')",3
"('yeah', 'yeah', 'alright')",3
"('well', 'thats', 'good')",3
"('ok', 'well', 'thats')",3
"('emergency', 'yeah', 'im')",3
"('alright', 'conscious', 'breathing')",3
"('court', 'whats', 'name')",3
"('emergency', 'um', 'yes')",3
"('worse', 'get', 'give')",3
"('emergency', 'yeah', 'hi')",3
"('address', '510', 'sunbury')",3
"('fell', 'okay', 'whats')",3
"('oh', 'whats', 'phone')",3
"('shes', 'getting', 'enough')",3
"('ok', 'old', 'patient')",3
"('yes', 'okay', 'short')",3
"('years', 'old', 'yes')",3
"('whats', 'happened', 'mom')",3
"('sorry', 'whats', 'name')",3
"('thank', 'alright', 'bye')",3
"('chair', 'need', 'get')",3
"('get', 'chair', 'need')",3
"('name', 'sir', 'names')",3
"('shes', 'big', 'woman')",3
"('ask', 'questions', 'ok')",3
"('yeah', 'mom', 'fell')",3
"('talk', 'okay', 'okay')",3
"('able', 'put', 'mask')",3
"('dont', 'know', 'whole')",3
"('time', 'recent', 'travel')",3
"('period', 'time', 'recent')",3
"('hospitalized', 'recently', 'broken')",3
"('alright', 'sit', 'breathe')",3
"('able', 'speak', 'okay')",3
"('ok', 'well', 'theyre')",3
"('okay', 'awake', 'conscious')",3
"('en', 'route', 'right')",3
"('im', 'home', 'health')",3
"('door', 'front', 'door')",3
"('drugs', 'alcohol', 'tonight')",3
"('right', 'right', 'said')",3
"('difficulty', 'breathing', 'well')",3
"('comes', 'okay', 'okay')",3
"('know', 'im', 'talking')",3
"('ok', 'ok', 'said')",3
"('next', 'time', 'thank')",3
"('phone', 'number', 'thats')",3
"('phone', 'number', 'got')",3
"('phone', 'number', 'pardon')",3
"('anywhere', 'leaving', 'anywhere')",3
"('bleeding', 'anywhere', 'leaving')",3
"('rock', 'creek', 'yes')",3
"('yeah', 'many', 'times')",3
"('yes', 'thank', 'much')",3
"('okay', 'yes', 'thank')",3
"('hes', 'got', 'like')",3
"('old', 'james', 'hes')",3
"('bad', 'okay', 'old')",3
"('awake', 'alert', 'hes')",3
"('okay', 'awake', 'alert')",3
"('blood', 'real', 'bad')",3
"('yeah', 'trying', 'get')",3
"('whats', 'name', 'okay')",3
"('anything', 'cant', 'get')",3
"('oh', 'yeah', 'many')",3
"('okay', 'take', 'kind')",3
"('actually', 'dont', 'know')",3
"('medications', 'anything', 'changes')",3
"('ahead', 'disconnect', 'thank')",3
"('door', 'im', 'going')",3
"('open', 'door', 'im')",3
"('nurse', 'im', 'nurse')",3
"('right', 'im', 'sorry')",3
"('back', 'bed', 'okay')",3
"('theres', 'something', 'wrong')",3
"('exactly', 'happened', 'okay')",3
"('told', 'exactly', 'happened')",3
"('yeah', 'alright', 'whats')",3
"('court', 'okay', 'abington')",3
"('medics', 'know', 'daily')",3
"('take', 'kind', 'asthma')",3
"('keep', 'eye', 'breathing')",3
"('en', 'route', 'try')",3
"('would', 'say', 'maybe')",3
"('doesnt', 'want', 'eat')",3
"('asthma', 'medication', 'medical')",3
"('thats', 'correct', 'okay')",3
"('call', 'back', 'theyll')",3
"('get', 'okay', 'theyre')",3
"('exert', 'talk', 'anymore')",3
"('okay', 'perfect', 'right')",3
"('covid', 'symptoms', 'well')",3
"('yeah', 'well', 'im')",3
"('coming', 'exactly', 'happened')",3
"('youre', 'medications', 'gather')",3
"('yeah', 'okay', 'much')",3
"('im', 'really', 'scared')",3
"('yes', 'okay', 'get')",3
"('come', 'yeah', 'okay')",3
"('right', 'scene', 'safe')",3
"('scene', 'safe', 'medics')",3
"('got', 'help', 'en')",3
"('dont', 'know', 'please')",3
"('male', 'female', 'male')",3
"('dont', 'know', 'bathroom')",3
"('oh', 'god', '911')",3
"('oh', 'god', 'fucking')",3
"('much', 'byebye', 'bye')",3
"('anything', 'changes', 'time')",3
"('keep', 'clean', 'dry')",3
"('short', 'breath', 'pain')",3
"('yeah', 'shes', 'fine')",3
"('years', 'old', 'oh')",3
"('road', 'phone', 'number')",3
"('north', 'galena', 'road')",3
"('right', 'ill', 'let')",3
"('right', 'well', 'partner')",3
"('us', 'back', 'anything')",3
"('hes', 'bad', 'shape')",3
"('80s', 'though', 'yes')",3
"('yep', 'youre', 'welcome')",3
"('look', 'like', 'hes')",3
"('like', 'hes', 'seizure')",3
"('hes', 'laying', 'okay')",3
"('youre', 'calling', 'uh')",3
"('little', 'bit', 'im')",3
"('anything', 'along', 'lines')",3
"('came', 'back', 'negative')",3
"('orders', 'quarantine', 'oh')",3
"('covid', 'doctors', 'orders')",3
"('symptoms', 'covid', 'doctors')",3
"('thats', 'called', 'guys')",3
"('maam', 'whats', 'phone')",3
"('yep', 'anything', 'changes')",3
"('garage', 'door', 'okay')",3
"('breathing', 'okay', 'difficulty')",3
"('yep', 'bye', 'bye')",3
"('okay', 'see', 'chest')",3
"('thank', 'yep', 'bye')",3
"('rest', 'comfortably', 'anything')",3
"('splint', 'injuries', 'dont')",3
"('theyre', 'already', 'way')",3
"('okay', 'right', 'anyone')",3
"('thanks', 'watching', 'okay')",3
"('commands', 'yes', 'okay')",3
"('yeah', 'dont', 'move')",3
"('erratic', 'behavior', 'im')",3
"('history', 'recent', 'travel')",3
"('responding', 'appropriately', 'shes')",3
"('way', 'thank', 'thank')",3
"('got', 'way', 'thank')",3
"('need', 'go', 'come')",3
"('getting', 'worse', 'worse')",3
"('youre', 'welcome', 'okay')",3
"('masks', 'youre', 'able')",3
"('awake', 'yes', 'yes')",3
"('real', 'quick', 'partner')",3
"('phone', 'number', 'real')",3
"('emergency', 'yes', 'name')",3
"('um', 'weve', 'got')",3
"('okay', 'okay', 'verify')",3
"('let', 'go', 'since')",3
"('partners', 'already', 'getting')",3
"('getting', 'ready', 'go')",3
"('whats', 'name', 'linda')",3
"('couple', 'questions', 'old')",3
"('im', 'sorry', 'honey')",3
"('alrighty', 'weve', 'got')",3
"('dont', 'think', 'get')",3
"('lexington', 'boulevard', 'okay')",3
"('breath', 'okay', 'use')",3
"('oh', 'dont', 'know')",3
"('phone', 'number', 'thank')",3
"('yeah', 'theyre', 'right')",3
"('right', 'theyll', 'shortly')",3
"('well', 'get', 'medic')",3
"('much', 'weigh', 'maam')",3
"('trying', 'get', 'cant')",3
"('right', 'yeah', 'shes')",3
"('right', 'nurse', 'yeah')",3
"('whats', 'name', 'thank')",3
"('okay', 'medic', 'way')",3
"('breathing', 'covid', 'symptoms')",3
"('fever', 'difficulty', 'breathing')",3
