,Bigram,Frequency
45852,"('apartment', '309')",1
45853,"('309', '3019')",1
45854,"('3019', 'yes')",1
45855,"('okay', 'tom')",1
45856,"('sir', '77')",1
45857,"('77', 'come')",1
45858,"('sit', 'wait')",1
45859,"('wait', 'said')",1
45860,"('krumbloff', 'date')",1
45861,"('birth', '2733')",1
45862,"('2733', '8th')",1
45863,"('8th', 'found')",1
45864,"('found', 'responding')",1
45865,"('responding', 'pale')",1
45866,"('pale', 'lot')",1
45867,"('lot', 'color')",1
45868,"('color', 'mumbling')",1
45869,"('mumbling', 'words')",1
45870,"('words', 'able')",1
45871,"('really', 'speak')",1
45872,"('speak', 'lot')",1
45873,"('shes', 'following')",1
45874,"('following', 'command')",1
45875,"('command', 'shes')",1
45876,"('follow', 'pin')",1
45877,"('darlene', 'krumbloff')",1
45878,"('happened', 'darlene')",1
45879,"('2013335', 'tell')",1
45880,"('ive', 'problem')",1
45881,"('youre', '3019')",1
45882,"('3019', 'correct')",1
45883,"('sir', 'besides')",1
45884,"('besides', 'everything')",1
45885,"('told', 'problems')",1
45886,"('today', 'tom')",1
45887,"('tom', 'ive')",1
45888,"('pressure', 'nothing')",1
45889,"('lpn', 'whats')",1
45890,"('symptoms', 'tom')",1
45891,"('tom', 'uh')",1
45892,"('uh', 'ok')",1
45893,"('welcome', 'sir')",1
45894,"('west', 'name')",1
45895,"('name', 'holly')",1
45896,"('holly', 'lpn')",1
45897,"('5942922', 'old')",1
45898,"('937', '5942922')",1
45899,"('phone', '937')",1
45900,"('appropriately', 'hesitates')",1
45901,"('negative', 'hospital')",1
45902,"('hospital', 'room')",1
45903,"('room', 'someone')",1
45904,"('someone', 'room')",1
45905,"('symptoms', 'confusion')",1
45906,"('nurse', 'came')",1
45907,"('came', 'vital')",1
45908,"('vital', 'friends')",1
45909,"('friends', 'looked')",1
45910,"('looked', 'pretty')",1
45911,"('good', 'pulse')",1
45912,"('pulse', 'rate')",1
45913,"('rate', 'bit')",1
45914,"('bit', 'know')",1
45915,"('know', 'ah')",1
45916,"('ah', 'think')",1
45917,"('said', '38')",1
45918,"('believe', 'came')",1
45919,"('night', 'believe')",1
45920,"('monday', 'night')",1
45921,"('wanting', 'us')",1
45922,"('dehydration', 'completely')",1
45923,"('confused', 'today')",1
45924,"('today', 'complaining')",1
45925,"('complaining', 'hand')",1
45926,"('hand', 'numb')",1
45927,"('numb', 'complaining')",1
45928,"('numb', 'wanting')",1
45929,"('put', 'calculator')",1
45930,"('test', 'monday')",1
45931,"('calculator', 'try')",1
45932,"('shes', 'completely')",1
45933,"('door', 'breathing')",1
45934,"('d2', 'thank')",1
45935,"('right', 'doors')",1
45936,"('shots', 'like')",1
45937,"('said', 'hospital')",1
45938,"('38', 'okay')",1
45939,"('hesitates', 'bit')",1
45940,"('reach', 'cell')",1
45941,"('bit', 'answers')",1
45942,"('diet', 'know')",1
45943,"('hasnt', 'eating')",1
45944,"('eating', 'real')",1
45945,"('well', 'lately')",1
45946,"('lately', 'either')",1
45947,"('either', 'ok')",1
45948,"('around', 'two')",1
45949,"('two', 'get')",1
45950,"('apartment', '3014')",1
45951,"('3014', 'okay')",1
45952,"('wife', 'running')",1
45953,"('fever', 'fallen')",1
45954,"('get', 'incontinent')",1
45955,"('incontinent', 'oh')",1
45956,"('frank', 'craver')",1
45957,"('craver', 'crazer')",1
45958,"('crazer', 'best')",1
45959,"('maintained', 'diet')",1
45960,"('always', 'maintained')",1
45961,"('borderline', 'always')",1
45962,"('tingly', 'doesnt')",1
45963,"('answers', 'us')",1
45964,"('us', 'normal')",1
45965,"('normal', 'ok')",1
45966,"('said', 'saying')",1
45967,"('saying', 'feet')",1
45968,"('feet', 'hurt')",1
45969,"('hurt', 'feet')",1
45970,"('seem', 'signs')",1
45971,"('diabetic', 'borderline')",1
45972,"('signs', 'hasnt')",1
45973,"('hasnt', 'done')",1
45974,"('recently', 'fever')",1
45975,"('fever', 'appear')",1
45976,"('appear', 'fever')",1
45977,"('fever', 'okay')",1
45978,"('guys', 'diabetic')",1
45979,"('shes', 'acute')",1
45980,"('examined', 'shes')",1
45981,"('come', 'examined')",1
45982,"('name', 'brenda')",1
45983,"('spradling', 'independent')",1
45984,"('independent', 'side')",1
45985,"('side', '2023')",1
45986,"('2023', 'room')",1
45987,"('tina', 'nurse')",1
45988,"('okay', 'ballpark')",1
45989,"('ballpark', 'age')",1
45990,"('age', 'thank')",1
45991,"('probably', '80s')",1
45992,"('80s', '80s')",1
45993,"('started', 'keep')",1
45994,"('eye', 'ive')",1
45995,"('could', 'meet')",1
45996,"('crossing', 'delaware')",1
45997,"('43015', '100')",1
45998,"('maam', 'tara')",1
45999,"('tara', 'tara')",1
46000,"('brenda', 'spradling')",1
46001,"('dont', 'name')",1
46002,"('shes', 'sporadic')",1
46003,"('2023', 'old')",1
46004,"('red', 'book')",1
46005,"('book', 'see')",1
46006,"('name', '2023')",1
46007,"('2023', 'yes')",1
46008,"('west', 'brooke')",1
46009,"('run', 'brooke')",1
46010,"('yes', 'resident')",1
46011,"('resident', 'sitting')",1
46012,"('sitting', 'commode')",1
46013,"('commode', 'fallen')",1
46014,"('still', 'little')",1
46015,"('bit', 'wheezy')",1
46016,"('wheezy', 'vomited')",1
46017,"('vomited', 'husband')",1
46018,"('go', 'evaluated')",1
46019,"('evaluated', 'room')",1
46020,"('room', '2023')",1
46021,"('tara', 'okay')",1
46022,"('one', 'called')",1
46023,"('called', '7402011431')",1
46024,"('7402011431', 'okay')",1
46025,"('creactive', 'protein')",1
46026,"('protein', 'also')",1
46027,"('also', '695')",1
46028,"('695', 'complete')",1
46029,"('complete', 'tindera')",1
46030,"('tindera', 'wedding')",1
46031,"('wedding', 'phone')",1
46032,"('phone', '1800')",1
46033,"('1800', 'hindustedewitt')",1
46034,"('hindustedewitt', 'com')",1
46035,"('com', '3')",1
46036,"('3', 'thank')",1
46037,"('thank', 'tanningdo')",1
46038,"('tanningdo', 'hipvnous')",1
46039,"('hipvnous', 'imped')",1
46040,"('imped', 'gesture')",1
46041,"('gesture', 'heart')",1
46042,"('408', 'creactive')",1
46043,"('hematocrit', '408')",1
46044,"('132', 'hematocrit')",1
46045,"('asking', 'go')",1
46046,"('going', 'tara')",1
46047,"('tara', 'one')",1
46048,"('residents', 'kathy')",1
46049,"('kathy', 'peacock')",1
46050,"('peacock', 'doctor')",1
46051,"('dr', 'husic')",1
46052,"('husic', 'asking')",1
46053,"('er', 'hemoglobin')",1
46054,"('pneumoglobin', '132')",1
46055,"('10', 'hematocrit')",1
46056,"('hematocrit', '296')",1
46057,"('296', 'last')",1
46058,"('last', 'lab')",1
46059,"('lab', 'april')",1
46060,"('april', '2019')",1
46061,"('2019', 'pneumoglobin')",1
46062,"('grab', 'red')",1
46063,"('alert', 'medications')",1
46064,"('undiabetic', 'alert')",1
46065,"('couldnt', 'stand')",1
46066,"('use', 'main')",1
46067,"('waiting', 'okay')",1
46068,"('10351', 'fomo')",1
46069,"('fomo', 'parkway')",1
46070,"('parkway', 'palciner')",1
46071,"('palciner', 'living')",1
46072,"('living', 'speaking')",1
46073,"('speaking', 'karen')",1
46074,"('karen', 'whats')",1
46075,"('number', '6147932210')",1
46076,"('6147932210', 'tell')",1
46077,"('mary', 'trevett')",1
46078,"('trevett', 'lobby')",1
46079,"('lobby', 'breakfast')",1
46080,"('breakfast', 'got')",1
46081,"('got', 'extremely')",1
46082,"('extremely', 'dizzy')",1
46083,"('enjoy', 'need')",1
46084,"('okay', 'enjoy')",1
46085,"('ran', 'right')",1
46086,"('earlier', 'dizzy')",1
46087,"('calling', 'bye')",1
46088,"('bye', '6147932210')",1
46089,"('name', '6147932210')",1
46090,"('debbie', 'okay')",1
46091,"('debbie', 'tell')",1
46092,"('something', 'resident')",1
46093,"('started', 'dont')",1
46094,"('came', 'desk')",1
46095,"('fall', 'ran')",1
46096,"('desk', 'stumbled')",1
46097,"('stumbled', 'sat')",1
46098,"('got', 'fell')",1
46099,"('head', 'nope')",1
46100,"('blood', 'ill')",1
46101,"('information', 'lose')",1
46102,"('believe', 'saw')",1
46103,"('dizzy', 'couldnt')",1
46104,"('shaking', 'dont')",1
46105,"('shes', 'undiabetic')",1
46106,"('think', 'crisis')",1
46107,"('else', 'sitting')",1
46108,"('country', 'anyhead')",1
46109,"('anyhead', 'short')",1
46110,"('short', 'fever')",1
46111,"('bleeding', 'wouldnt')",1
46112,"('wouldnt', 'know')",1
46113,"('dont', 'kind')",1
46114,"('kind', 'information')",1
46115,"('information', 'thanks')",1
46116,"('fine', 'covid')",1
46117,"('covid', 'jump')",1
46118,"('jump', 'storms')",1
46119,"('storms', 'youre')",1
46120,"('aware', 'standard')",1
46121,"('standard', 'doctors')",1
46122,"('quarantine', 'reason')",1
46123,"('reason', 'alright')",1
46124,"('breathe', 'feeling')",1
46125,"('lightheaded', 'shaking')",1
46126,"('well', 'lightheaded')",1
46127,"('responding', 'housing')",1
46128,"('crisis', 'crisis')",1
46129,"('crisis', 'get')",1
46130,"('get', 'facts')",1
46131,"('facts', 'alright')",1
46132,"('personnel', 'independent')",1
46133,"('independent', 'moving')",1
46134,"('medics', 'responding')",1
46135,"('housing', 'living')",1
46136,"('correct', 'tell')",1
46137,"('living', 'lobby')",1
46138,"('lobby', 'conscious')",1
46139,"('work', 'old')",1
46140,"('95', 'guys')",1
46141,"('said', 'breakfast')",1
46142,"('breakfast', 'wasnt')",1
46143,"('wasnt', 'feeling')",1
46144,"('problems', 'sick')",1
46145,"('sporadic', 'diarrhea')",1
46146,"('called', 'come')",1
46147,"('super', 'jittery')",1
46148,"('seven', 'ok')",1
46149,"('ok', 'let')",1
46150,"('pull', 'part')",1
46151,"('part', 'im')",1
46152,"('sorry', 'kind')",1
46153,"('came', 'oh')",1
46154,"('im', 'nurses')",1
46155,"('station', 'right')",1
46156,"('right', 'huh')",1
46157,"('close', 'huh')",1
46158,"('close', 'um')",1
46159,"('um', 'happen')",1
46160,"('happen', 'sugar')",1
46161,"('level', 'blood')",1
46162,"('yes', 'sugar')",1
46163,"('level', '138')",1
46164,"('138', 'dont')",1
46165,"('jittery', 'shes')",1
46166,"('legs', 'super')",1
46167,"('vomiting', 'nausea')",1
46168,"('except', 'real')",1
46169,"('kelly', 'ok')",1
46170,"('going', 'acting')",1
46171,"('right', 'vitals')",1
46172,"('vitals', 'pretty')",1
46173,"('good', 'sugars')",1
46174,"('sugars', 'tad')",1
46175,"('tad', 'blood')",1
46176,"('pressures', 'tad')",1
46177,"('tad', 'shes')",1
46178,"('really', 'shaky')",1
46179,"('shaky', 'cant')",1
46180,"('arouse', 'morning')",1
46181,"('go', 'conscious')",1
46182,"('fine', 'everything')",1
46183,"('everything', 'checking')",1
46184,"('checking', 'pretty')",1
46185,"('good', 'except')",1
46186,"('dont', 'blood')",1
46187,"('like', '140')",1
46188,"('140', 'something')",1
46189,"('something', '55')",1
46190,"('betcha', 'thank')",1
46191,"('feel', 'sad')",1
46192,"('sad', '911')",1
46193,"('betty', 'guessing')",1
46194,"('guessing', 'phone')",1
46195,"('called', '7402013336')",1
46196,"('7402013336', 'apartment')",1
46197,"('yes', '3076')",1
46198,"('3076', 'okay')",1
46199,"('today', 'get')",1
46200,"('get', 'called')",1
46201,"('called', 'guess')",1
46202,"('guess', 'person')",1
46203,"('person', 'fallen')",1
46204,"('fallen', 'couple')",1
46205,"('today', 'evening')",1
46206,"('evening', 'called')",1
46207,"('okay', 'betcha')",1
46208,"('276', 'anything')",1
46209,"('number', '276')",1
46210,"('naturally', 'diabetic')",1
46211,"('55', 'okay')",1
46212,"('going', 'unlocked')",1
46213,"('al1', 'door')",1
46214,"('well', 'take')",1
46215,"('elevator', 'room')",1
46216,"('symptoms', 'um')",1
46217,"('um', 'naturally')",1
46218,"('diabetic', 'sugar')",1
46219,"('west', 'number')",1
46220,"('sugar', 'awe')",1
46221,"('awe', 'sugar')",1
46222,"('sugar', 'yeah')",1
46223,"('seven', 'rounds')",1
46224,"('rounds', 'got')",1
46225,"('seven', 'routes')",1
46226,"('routes', 'guys')",1
46227,"('number', '7402013335')",1
46228,"('living', 'phone')",1
46229,"('276', 'assisted')",1
46230,"('im', 'second')",1
46231,"('suzanne', 'okay')",1
46232,"('okay', 'suzane')",1
46233,"('suzane', 'okay')",1
46234,"('morning', 'thats')",1
46235,"('thats', 'well')",1
46236,"('time', 'resident')",1
46237,"('head', 'last')",1
46238,"('night', 'thought')",1
46239,"('change', 'status')",1
46240,"('status', 'need')",1
46241,"('call', 'last')",1
46242,"('night', 'fall')",1
46243,"('hide', 'fall')",1
46244,"('hide', 'okay')",1
46245,"('room', '160')",1
46246,"('160', 'okay')",1
46247,"('okay', 'state')",1
46248,"('maam', 'willowbrook')",1
46249,"('built', '911')",1
46250,"('called', 'built')",1
46251,"('quick', 'thank')",1
46252,"('nausea', 'hard')",1
46253,"('time', 'keeping')",1
46254,"('keeping', 'anything')",1
46255,"('anything', 'alright')",1
46256,"('said', 'hemoglobin')",1
46257,"('10', 'yeah')",1
46258,"('minute', 'ill')",1
46259,"('shes', '3042')",1
46260,"('fung', 'called')",1
46261,"('3042', 'shes')",1
46262,"('shes', 'third')",1
46263,"('door', 'nurse')",1
46264,"('doctor', 'right')",1
46265,"('changes', 'medics')",1
46266,"('immediately', 'update')",1
46267,"('update', 'theyre')",1
46268,"('state', 'see')",1
46269,"('maybe', 'piece')",1
46270,"('definitely', '276')",1
46271,"('piece', 'papers')",1
46272,"('267', 'think')",1
46273,"('think', 'natalie')",1
46274,"('natalie', 'right')",1
46275,"('right', '276')",1
46276,"('276', '76')",1
46277,"('76', 'let')",1
46278,"('let', 'try')",1
46279,"('try', 'uhhuh')",1
46280,"('show', '276')",1
46281,"('276', 'show')",1
46282,"('show', '264')",1
46283,"('264', 'highest')",1
46284,"('highest', '2')",1
46285,"('2', 'stopped')",1
46286,"('stopped', 'showing')",1
46287,"('showing', 'c76')",1
46288,"('c76', 'okay')",1
46289,"('number', '267')",1
46290,"('whats', 'room')",1
46291,"('room', 'door')",1
46292,"('anyone', 'right')",1
46293,"('papers', 'way')",1
46294,"('entrance', 'going')",1
46295,"('going', 'awing')",1
46296,"('awing', 'door')",1
46297,"('door', 'assisted')",1
46298,"('living', 'awinged')",1
46299,"('awinged', 'okay')",1
46300,"('yes', 'thanks')",1
46301,"('like', 'room')",1
46302,"('dispatch', 'someone')",1
46303,"('someone', 'theyre')",1
46304,"('much', 'youtube')",1
46305,"('youtube', 'bye')",1
46306,"('emergency', 'willowbrook')",1
46307,"('delaware', 'crops')",1
46308,"('crops', 'like')",1
46309,"('pin', 'light')",1
46310,"('shes', 'smiling')",1
46311,"('disconnected', '6144778237')",1
46312,"('cant', 'control')",1
46313,"('back', 'teeth')",1
46314,"('teeth', '13')",1
46315,"('117', 'yeah')",1
46316,"('ive', 'taking')",1
46317,"('medicine', 'comes')",1
46318,"('comes', 'little')",1
46319,"('bit', 'shoots')",1
46320,"('shoots', 'right')",1
46321,"('mock', 'okay')",1
46322,"('mock', 'yeah')",1
46323,"('shes', 'moment')",1
46324,"('moment', 'love')",1
46325,"('love', 'okay')",1
46326,"('name', 'drone')",1
46327,"('drone', 'callor')",1
46328,"('callor', 'jerome')",1
46329,"('jerome', 'okay')",1
46330,"('control', 'back')",1
46331,"('happened', 'ah')",1
46332,"('certain', 'way')",1
46333,"('kevlar', 'tell')",1
46334,"('got', 'nurse')",1
46335,"('nurse', 'waiting')",1
46336,"('waiting', '100')",1
46337,"('west', 'correct')",1
46338,"('covid', 'facility')",1
46339,"('facility', 'know')",1
46340,"('get', 'minute')",1
46341,"('minute', 'started')",1
46342,"('got', 'thanks')",1
46343,"('yeah', 'first')",1
46344,"('run', 'alright')",1
46345,"('number', 'secure')",1
46346,"('emergency', '522')",1
46347,"('powell', '522')",1
46348,"('number', '6147665887')",1
46349,"('6147665887', 'name')",1
46350,"('youre', 'kevlar')",1
46351,"('knows', 'youve')",1
46352,"('called', 'help')",1
46353,"('trying', 'avoid')",1
46354,"('avoid', 'thats')",1
46355,"('symptoms', 'want')",1
46356,"('diabetic', 'wife')",1
46357,"('wife', 'gather')",1
46358,"('shes', 'go')",1
46359,"('ahead', 'bye')",1
46360,"('bye', 'riverside')",1
46361,"('riverside', 'leave')",1
46362,"('yeah', 'found')",1
46363,"('found', 'got')",1
46364,"('valve', 'leaking')",1
46365,"('leaking', 'problems')",1
46366,"('cant', 'fail')",1
46367,"('fail', 'mean')",1
46368,"('ive', 'fine')",1
46369,"('fine', 'since')",1
46370,"('home', 'started')",1
46371,"('afternoon', 'thought')",1
46372,"('anywhere', 'history')",1
46373,"('stressed', 'okay')",1
46374,"('im', 'stressed')",1
46375,"('reading', '10')",1
46376,"('come', 'thats')",1
46377,"('yeah', 'dr')",1
46378,"('dr', 'im')",1
46379,"('get', 'skyrockets')",1
46380,"('skyrockets', 'right')",1
46381,"('us', 'sure')",1
46382,"('last', 'reading')",1
46383,"('okay', 'bam')",1
46384,"('maybe', 'im')",1
46385,"('bam', 'half')",1
46386,"('ago', '183')",1
46387,"('183', 'took')",1
46388,"('took', '10')",1
46389,"('something', '200')",1
46390,"('200', 'right')",1
46391,"('oh', 'maybe')",1
46392,"('come', 'd2')",1
46393,"('1001', 'certain')",1
46394,"('smiling', 'shes')",1
46395,"('safety', 'sweaty')",1
46396,"('number', 'f614')",1
46397,"('f614', 'okay')",1
46398,"('okay', '6142013335')",1
46399,"('6142013335', '6142013335')",1
46400,"('6142013335', 'okay')",1
46401,"('go', 'sorry')",1
46402,"('61740', 'sorry')",1
46403,"('61740', 'okay')",1
46404,"('yes', 'questions')",1
46405,"('patient', 'youre')",1
46406,"('age', 'fact')",1
46407,"('fact', 'chose')",1
46408,"('chose', '292')",1
46409,"('292', '1ll')",1
46410,"('1ll', 'survive')",1
46411,"('survive', 'soon')",1
46412,"('soon', 'old')",1
46413,"('sweaty', 'yeah')",1
46414,"('alright', 'safety')",1
46415,"('shes', '1001')",1
46416,"('quite', 'alright')",1
46417,"('support', 'caa')",1
46418,"('caa', 'transport')",1
46419,"('transport', 'young')",1
46420,"('young', 'people')",1
46421,"('people', 'hospitals')",1
46422,"('hospitals', 'program')",1
46423,"('program', 'morning')",1
46424,"('morning', 'almost')",1
46425,"('passed', 'came')",1
46426,"('back', 'apartment')",1
46427,"('apartment', 'packed')",1
46428,"('packed', 'fall')",1
46429,"('fall', 'safe')",1
46430,"('safe', 'independent')",1
46431,"('apartment', 'able')",1
46432,"('able', 'work')",1
46433,"('work', 'quite')",1
46434,"('old', 'pick')",1
46435,"('pick', 'ah')",1
46436,"('ah', 'mine')",1
46437,"('mine', 'cool')",1
46438,"('ox', '88')",1
46439,"('88', '87')",1
46440,"('87', 'shes')",1
46441,"('pain', 'abdomen')",1
46442,"('abdomen', 'back')",1
46443,"('bad', 'headache')",1
46444,"('headache', 'blood')",1
46445,"('pressures', 'little')",1
46446,"('little', 'tad')",1
46447,"('tad', '172')",1
46448,"('172', '70')",1
46449,"('pulse', '90')",1
46450,"('90', 'old')",1
46451,"('old', 'gillian')",1
46452,"('gillian', 'old')",1
46453,"('shes', '90')",1
46454,"('female', 'going')",1
46455,"('thats', 'short')",1
46456,"('living', 'got')",1
46457,"('work', 'living')",1
46458,"('else', 'good')",1
46459,"('cool', 'okay')",1
46460,"('lives', 'im')",1
46461,"('lives', 'independent')",1
46462,"('apartment', 'ok')",1
46463,"('west', 'room')",1
46464,"('number', '2009')",1
46465,"('2009', 'yes')",1
46466,"('2013335', '740')",1
46467,"('willows', 'work')",1
46468,"('740', 'area')",1
46469,"('code', 'perfect')",1
46470,"('perfect', 'whats')",1
46471,"('kelly', 'right')",1
46472,"('right', 'kelly')",1
46473,"('kelly', 'whats')",1
46474,"('going', 'willows')",1
46475,"('thought', 'done')",1
46476,"('done', 'control')",1
46477,"('control', 'woke')",1
46478,"('meet', 'one')",1
46479,"('hockey', 'players')",1
46480,"('players', 'whos')",1
46481,"('whos', 'gon')",1
46482,"('na', 'standing')",1
46483,"('standing', 'navy')",1
46484,"('shirt', 'hell')",1
46485,"('hell', 'bring')",1
46486,"('bring', 'straight')",1
46487,"('locker', 'rooms')",1
46488,"('rooms', 'way')",1
46489,"('hall', 'left')",1
46490,"('ice', 'ok')",1
46491,"('ok', 'nope')",1
46492,"('nope', 'ive')",1
46493,"('got', 'locker')",1
46494,"('kind', 'trouble')",1
46495,"('getting', 'pain')",1
46496,"('one', 'hockey')",1
46497,"('door', 'time')",1
46498,"('woke', 'middle')",1
46499,"('getting', 'door')",1
46500,"('going', 'hockey')",1
46501,"('player', 'thats')",1
46502,"('going', 'navy')",1
46503,"('shirt', 'okay')",1
46504,"('bring', 'mavericks')",1
46505,"('mavericks', 'locker')",1
46506,"('take', 'bad')",1
46507,"('bad', 'hit')",1
